,time,open,high,low,close,tick_volume,spread,real_volume
26038,2020-05-20 14:00:00,1.09531,1.09626,1.09522,1.09594,8820,16,1323000000
26039,2020-05-20 14:15:00,1.09594,1.09599,1.09513,1.09518,7490,16,1123500000
26040,2020-05-20 14:30:00,1.09518,1.09574,1.09494,1.09568,6569,16,985350000
26041,2020-05-20 14:45:00,1.09568,1.09646,1.09542,1.09634,8150,16,1222500000
26042,2020-05-20 15:00:00,1.09634,1.0965799999999999,1.09545,1.09576,8964,16,1344600000
26043,2020-05-20 15:15:00,1.09576,1.0962,1.09559,1.09606,7884,16,1182600000
26044,2020-05-20 15:30:00,1.09606,1.09626,1.09485,1.09555,10071,16,1510650000
26045,2020-05-20 15:45:00,1.09556,1.09659,1.09538,1.09643,9456,16,1418400000
26046,2020-05-20 16:00:00,1.09643,1.09768,1.0961400000000001,1.09755,10962,16,1644300000
26047,2020-05-20 16:15:00,1.09755,1.09808,1.09738,1.09763,10763,16,1614450000
26048,2020-05-20 16:30:00,1.09763,1.0977,1.09669,1.09686,10958,16,1643700000
26049,2020-05-20 16:45:00,1.09686,1.09827,1.09682,1.09803,11159,16,1673850000
26050,2020-05-20 17:00:00,1.09804,1.09956,1.0977,1.09948,12259,16,1838850000
26051,2020-05-20 17:15:00,1.09948,1.09984,1.0990199999999999,1.09909,11541,16,1731150000
26052,2020-05-20 17:30:00,1.09909,1.09949,1.09848,1.0993,11061,16,1659150000
26053,2020-05-20 17:45:00,1.0993,1.09946,1.09854,1.09904,11580,16,1737000000
26054,2020-05-20 18:00:00,1.09904,1.09949,1.09853,1.09864,9616,16,1442400000
26055,2020-05-20 18:15:00,1.09864,1.09947,1.09861,1.0993,8878,16,1331700000
26056,2020-05-20 18:30:00,1.0993,1.0994,1.09822,1.09833,10281,16,1542150000
26057,2020-05-20 18:45:00,1.09833,1.09874,1.09762,1.09787,8938,16,1340700000
26058,2020-05-20 19:00:00,1.09787,1.098,1.09732,1.09778,8371,16,1255650000
26059,2020-05-20 19:15:00,1.09778,1.09788,1.09704,1.09746,8160,16,1224000000
26060,2020-05-20 19:30:00,1.09746,1.09761,1.09716,1.09752,7393,16,1108950000
26061,2020-05-20 19:45:00,1.09752,1.0979700000000001,1.09724,1.09748,9296,16,1394400000
26062,2020-05-20 20:00:00,1.09748,1.09775,1.09724,1.09758,8103,16,1215450000
26063,2020-05-20 20:15:00,1.09758,1.09811,1.09744,1.09796,6975,16,1046250000
26064,2020-05-20 20:30:00,1.09796,1.09867,1.09795,1.09866,6318,16,947700000
26065,2020-05-20 20:45:00,1.09866,1.09881,1.09798,1.098,5823,16,873450000
26066,2020-05-20 21:00:00,1.09802,1.09868,1.09781,1.09826,8487,16,1273050000
26067,2020-05-20 21:15:00,1.09826,1.09869,1.09807,1.09855,6955,16,1043250000
26068,2020-05-20 21:30:00,1.09854,1.09914,1.09851,1.09875,6244,16,936600000
26069,2020-05-20 21:45:00,1.09875,1.09877,1.09843,1.09848,5479,16,821850000
26070,2020-05-20 22:00:00,1.09848,1.09868,1.09819,1.09838,5844,16,876600000
26071,2020-05-20 22:15:00,1.09838,1.0984099999999999,1.09812,1.0982,4904,16,735600000
26072,2020-05-20 22:30:00,1.0982,1.09831,1.098,1.09819,4522,16,678300000
26073,2020-05-20 22:45:00,1.09819,1.09837,1.09796,1.09805,4486,16,672900000
26074,2020-05-20 23:00:00,1.09805,1.09809,1.09742,1.09757,2718,16,407700000
26075,2020-05-20 23:15:00,1.09757,1.09809,1.09756,1.09786,1866,16,279900000
26076,2020-05-20 23:30:00,1.09786,1.09786,1.09766,1.09774,1629,16,244350000
26077,2020-05-20 23:45:00,1.09774,1.09789,1.09767,1.09767,1511,16,226650000
26078,2020-05-21 00:00:00,1.09761,1.09811,1.09739,1.09796,716,16,107400000
26079,2020-05-21 00:15:00,1.09796,1.098,1.09787,1.0979,714,16,107100000
26080,2020-05-21 00:30:00,1.0979,1.0979,1.09752,1.09776,1653,16,247950000
26081,2020-05-21 00:45:00,1.09776,1.09784,1.09773,1.09779,1689,16,253350000
26082,2020-05-21 01:00:00,1.09778,1.09811,1.09778,1.09792,1962,16,294300000
26083,2020-05-21 01:15:00,1.09792,1.0979700000000001,1.09778,1.09786,1727,16,259050000
26084,2020-05-21 01:30:00,1.09786,1.09796,1.09779,1.0977999999999999,1529,16,229350000
26085,2020-05-21 01:45:00,1.0977999999999999,1.09792,1.09775,1.09782,930,16,139500000
26086,2020-05-21 02:00:00,1.09782,1.098,1.09782,1.09789,1021,16,153150000
26087,2020-05-21 02:15:00,1.09789,1.098,1.09787,1.0979,910,16,136500000
26088,2020-05-21 02:30:00,1.0979,1.09794,1.09784,1.09784,1487,16,223050000
26089,2020-05-21 02:45:00,1.09784,1.09796,1.09779,1.09789,1272,16,190800000
26090,2020-05-21 03:00:00,1.09789,1.0979,1.09724,1.09745,4321,16,648150000
26091,2020-05-21 03:15:00,1.09745,1.09746,1.09703,1.09711,3004,16,450600000
26092,2020-05-21 03:30:00,1.09711,1.0973600000000001,1.09691,1.09726,3183,16,477450000
26093,2020-05-21 03:45:00,1.09726,1.0973600000000001,1.09672,1.09676,3710,16,556500000
26094,2020-05-21 04:00:00,1.09676,1.0968,1.09644,1.09652,3637,16,545550000
26095,2020-05-21 04:15:00,1.09652,1.09679,1.09648,1.09654,3007,16,451050000
26096,2020-05-21 04:30:00,1.09654,1.09654,1.09561,1.09606,4653,16,697950000
26097,2020-05-21 04:45:00,1.09606,1.09615,1.09585,1.09605,3495,16,524250000
26098,2020-05-21 05:00:00,1.09605,1.0961,1.0956,1.09584,3924,16,588600000
26099,2020-05-21 05:15:00,1.09585,1.096,1.09579,1.0959,3105,16,465750000
26100,2020-05-21 05:30:00,1.0959,1.0959699999999999,1.09569,1.0959699999999999,3961,16,594150000
26101,2020-05-21 05:45:00,1.0959699999999999,1.0963,1.09594,1.09623,4465,16,669750000
26102,2020-05-21 06:00:00,1.09623,1.09629,1.0961,1.09618,3090,16,463500000
26103,2020-05-21 06:15:00,1.09618,1.09632,1.09613,1.09626,2701,16,405150000
26104,2020-05-21 06:30:00,1.09626,1.09626,1.09577,1.09586,2941,16,441150000
26105,2020-05-21 06:45:00,1.09586,1.09617,1.09586,1.09599,2482,16,372300000
26106,2020-05-21 07:00:00,1.09599,1.09622,1.09595,1.0961400000000001,2373,16,355950000
26107,2020-05-21 07:15:00,1.0961400000000001,1.09622,1.09598,1.09617,2158,16,323700000
26108,2020-05-21 07:30:00,1.09617,1.09632,1.09613,1.09626,3240,16,486000000
26109,2020-05-21 07:45:00,1.09626,1.09626,1.09589,1.09598,2738,16,410700000
26110,2020-05-21 08:00:00,1.09598,1.09606,1.09583,1.09584,2586,16,387900000
26111,2020-05-21 08:15:00,1.09584,1.0959,1.09555,1.09555,2338,16,350700000
26112,2020-05-21 08:30:00,1.09555,1.09555,1.09516,1.09531,3549,16,532350000
26113,2020-05-21 08:45:00,1.09531,1.0955,1.09515,1.0954,3660,16,549000000
26114,2020-05-21 09:00:00,1.0954,1.0962,1.09537,1.0961,5568,16,835200000
26115,2020-05-21 09:15:00,1.0961,1.0961,1.0952,1.0958,6637,16,995550000
26116,2020-05-21 09:30:00,1.0958,1.0963,1.09568,1.0963,5708,16,856200000
26117,2020-05-21 09:45:00,1.0963,1.09665,1.09609,1.0966,6384,16,957600000
26118,2020-05-21 10:00:00,1.09661,1.0975,1.09638,1.09716,10379,16,1556850000
26119,2020-05-21 10:15:00,1.09716,1.09783,1.0967500000000001,1.09691,6873,16,1030950000
26120,2020-05-21 10:30:00,1.09691,1.09696,1.0958,1.0958,7887,16,1183050000
26121,2020-05-21 10:45:00,1.0958,1.0968,1.09558,1.09664,7562,16,1134300000
26122,2020-05-21 11:00:00,1.09664,1.0971899999999999,1.09655,1.09691,7296,16,1094400000
26123,2020-05-21 11:15:00,1.09691,1.09696,1.0961400000000001,1.09687,7862,16,1179300000
26124,2020-05-21 11:30:00,1.09687,1.09725,1.09664,1.09706,8477,16,1271550000
26125,2020-05-21 11:45:00,1.09706,1.09726,1.09682,1.09716,6667,16,1000050000
26126,2020-05-21 12:00:00,1.09716,1.0975,1.09704,1.09728,7456,16,1118400000
26127,2020-05-21 12:15:00,1.09728,1.09753,1.09644,1.09669,7666,16,1149900000
26128,2020-05-21 12:30:00,1.09669,1.0967,1.09622,1.0965799999999999,7108,16,1066200000
26129,2020-05-21 12:45:00,1.0965799999999999,1.0965799999999999,1.09595,1.096,5887,16,883050000
26130,2020-05-21 13:00:00,1.096,1.09666,1.09599,1.09656,6183,16,927450000
